DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/ISCAS58744.2024.10558011,Tri-Directional Decoder for Edge Discontinuity Classification,"Abstract, Author Keywords","transformer, transformer","Abstract, Author Keywords","transformer, transformer"
10.1109/ISCAS58744.2024.10558246,Modeling and Prediction of Common-Mode Electromagnetic Interference for GaN-Based LLC Resonant Converters,Abstract,transformer,Abstract,transformer
10.1109/ISCAS58744.2024.10557902,Audio-Visual Cross-Modal Generation with Multimodal Variational Generative Model,"Abstract, Abstract, Author Keywords, Author Keywords","autoencoder, variational autoencoder, autoencoder, variational autoencoder","Author Affiliations, Abstract, Abstract, Author Keywords, Author Keywords","machine learning, autoencoder, variational autoencoder, autoencoder, variational autoencoder"
10.1109/ISCAS58744.2024.10558346,Low Quantization Error Readout Circuit with Fully Charge-Domain Calculation for Computation-in-Memory Deep Neural Network,"Document Title, Document Title, Abstract, Author Keywords, Author Keywords","neural network, deep neural network, neural network, neural network, deep neural network","Document Title, Document Title, Abstract, Author Keywords, Author Keywords","neural network, deep neural network, neural network, neural network, deep neural network"
10.1109/ISCAS58744.2024.10558415,Novel High Frequency Antenna Sensor to Detect On-Line Partial Discharge Signals,Abstract,transformer,Abstract,transformer
10.1109/ISCAS58744.2024.10558446,Domain Generalization with Anti-background Perturbation Consistency and Texture Reduction Ensemble Models for Hepatocyte Nucleus Segmentation,Abstract,cnn,Abstract,cnn
10.1109/ISCAS58744.2024.10558055,SPRCPl: An Efficient Tool for SNN Models Deployment on Multi-Core Neuromorphic Chips via Pilot Running,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS58744.2024.10558194,A Resource-Constrained Spatio-Temporal Super Resolution Model,"Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning","Abstract, Author Keywords, IEEE Terms","deep learning, deep learning, deep learning"
10.1109/ISCAS58744.2024.10558255,A 70-to-110 GHz 28-nm CMOS Low Noise Amplifier with 6.1-dB NF Minimum Using Differential Noise Optimization,Abstract,transformer,Abstract,transformer
10.1109/ISCAS58744.2024.10558567,Hard Thresholding based Stochastic Robust Algorithm for Multiple Measurement Vectors,"Abstract, Abstract, Author Keywords, Author Keywords","gradient descent, stochastic gradient descent, gradient descent, stochastic gradient descent","Abstract, Abstract, Author Keywords, Author Keywords","gradient descent, stochastic gradient descent, gradient descent, stochastic gradient descent"
10.1109/ISCAS58744.2024.10558694,Time-Encoded Mostly Digital Feature Extraction for Voice Activity Detection Tasks,"Abstract, Abstract, Author Keywords","neural network, recurrent neural network, neural network","Abstract, Abstract, Author Keywords","neural network, recurrent neural network, neural network"
10.1109/ISCAS58744.2024.10558157,Feature Points based Residual UNet with Nonlinear Decay Rate for Partial Wet Fingerprint Restoration and Recognition,Abstract,u-net,Abstract,u-net
10.1109/ISCAS58744.2024.10558341,Epilepsy Seizure Detection and Prediction using an Approximate Spiking Convolutional Transformer,"Document Title, Abstract, Author Keywords","transformer, transformer, transformer","Document Title, Abstract, Author Keywords","transformer, transformer, transformer"
10.1109/ISCAS58744.2024.10558050,Efficient Neural Compression with Inference-time Decoding,"Abstract, Author Keywords","neural network, neural network","Abstract, Abstract, Author Keywords","neural network, precision, neural network"
10.1109/ISCAS58744.2024.10557868,Stability Prediction of Δ∑ Modulators using Artificial Neural Networks,"Abstract, Abstract, Abstract, Author Keywords","artificial neural network, neural network, ann, neural network","Abstract, Abstract, Abstract, Author Keywords","artificial neural network, neural network, ann, neural network"
10.1109/ISCAS58744.2024.10558092,Efficient FFT-Based CNN Acceleration with Intra-Patch Parallelization and Flex-Stationary Dataflow,"Document Title, Abstract","cnn, cnn","Document Title, Abstract","cnn, cnn"
10.1109/ISCAS58744.2024.10558145,A Charge-Trap-Transistor-Based Fully Analog Machine Learning Inference Engine for Audio Keyword Spotting,"Abstract, Abstract, Author Keywords","neural network, recurrent neural network, neural network","Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, neural network, recurrent neural network, machine learning, neural network, machine learning"
10.1109/ISCAS58744.2024.10558100,BitPruning: Learning Bitlengths for Aggressive and Accurate Quantization,"Abstract, Author Keywords","gradient descent, deep learning","Abstract, Author Keywords","gradient descent, deep learning"
10.1109/ISCAS58744.2024.10557931,Low Complexity Deep Learning Aided Channel Estimation Architecture for Vehicular Networks,"Document Title, Abstract, Abstract","deep learning, neural network, deep neural network","Document Title, Abstract, Abstract","deep learning, neural network, deep neural network"
10.1109/ISCAS58744.2024.10558001,ARC: Adaptive Rounding and Clipping Considering Gradient Distribution for Deep Convolutional Neural Network Training,"Document Title, Document Title, Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network training, cnn, neural network, convolutional neural network, deep learning","Document Title, Document Title, Document Title, Abstract, Author Keywords, Author Keywords, Author Keywords","neural network, convolutional neural network, neural network training, cnn, neural network, convolutional neural network, deep learning"
10.1109/ISCAS58744.2024.10558064,Efficient FPGA Resource Utilization in Wired-Logic Processors Using Coarse and Fine Segmentation of LUTs for Non-Linear Functions,"Abstract, Abstract, Author Keywords","neural network, deep neural network, neural network","Abstract, Abstract, Author Keywords","neural network, deep neural network, neural network"
10.1109/ISCAS58744.2024.10558665,Compensation Architecture to Alleviate Noise Effects in RRAM-based Computing-in-memory Chips with Residual Resource,"Abstract, Abstract","neural network, deep neural network","Abstract, Abstract","neural network, deep neural network"
10.1109/ISCAS58744.2024.10558330,Privacy-preserving with Flexible Autoencoder for Video Coding for Machines,"Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","autoencoder, autoencoder, deep learning, deep learning, deep learning","Document Title, Abstract, Abstract, Author Keywords, IEEE Terms","autoencoder, autoencoder, deep learning, deep learning, deep learning"
10.1109/ISCAS58744.2024.10557928,GraSS: Graph Neural Networks for Loop Closure Detection with Semantic and Spatial Assistance,Abstract,neural network,Abstract,neural network
10.1109/ISCAS58744.2024.10558356,CLFusion:3D Semantic Segmentation Based on Camera and Lidar Fusion,Abstract,attention mechanism,Abstract,attention mechanism
10.1109/ISCAS58744.2024.10558331,A Point Cloud-Based Non-Intrusive Approach for Human Posture Classification by Utilizing 77 GHz FMCW Radar and Deep Learning Models,"Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, neural network, convolutional neural network, cnn, deep learning, cnn, deep learning","Document Title, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, IEEE Terms","deep learning, neural network, convolutional neural network, cnn, deep learning, cnn, deep learning"
10.1109/ISCAS58744.2024.10558416,A 1024-Neuron 1M-Synapse Event-Driven SNN Accelerator for DVS Applications,"Abstract, Abstract, Abstract","neural network, spiking neural network, backpropagation","Abstract, Abstract, Abstract","neural network, spiking neural network, backpropagation"
10.1109/ISCAS58744.2024.10558054,SRAM-Based Hybrid Analog Compute-In-memory Architecture to Enhance the Signal Margin,"Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn","Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn"
10.1109/ISCAS58744.2024.10558004,A Tri-loop Fast-transient Digital LDO with Adaptive-gain Control and Fine-loop Freezer,Abstract,dropout,Abstract,dropout
10.1109/ISCAS58744.2024.10557926,An Analog-assisted Fast-transient Digital LDO with a Charge-pump-based Fine Loop Achieving 0.14-mV Output Voltage Ripples,"Abstract, Author Keywords","dropout, dropout","Abstract, Author Keywords","dropout, dropout"
10.1109/ISCAS58744.2024.10558243,An Energy-Efficient Graphene-based Spiking Neural Network Architecture for Pattern Recognition,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network, neural network, spiking neural network","Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS58744.2024.10558085,On-Chip 5&6-GHz RF Energy Harvesting System for Implantable Medical Devices,Abstract,dropout,Abstract,dropout
10.1109/ISCAS58744.2024.10558162,OpenDPD: An Open-Source End-to-End Learning & Benchmarking Framework for Wideband Power Amplifier Modeling and Digital Pre-Distortion,"Abstract, Author Keywords, Author Keywords","gated recurrent unit, neural network, deep neural network","Abstract, Author Keywords, Author Keywords","gated recurrent unit, neural network, deep neural network"
10.1109/ISCAS58744.2024.10558393,System Integration of Xilinx DPU and HDMI for Real-Time Inference in PYNQ Environment With Image Enhancement,"Abstract, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network","Abstract, Author Keywords, Author Keywords","cnn, neural network, convolutional neural network"
10.1109/ISCAS58744.2024.10558491,Neural Network Acceleration Using Digit-Plane Computation with Early Termination,"Document Title, Abstract, Abstract","neural network, neural network, deep neural network","Document Title, Abstract, Abstract","neural network, neural network, deep neural network"
10.1109/ISCAS58744.2024.10558634,High Reliable and Accurate Stochastic Computing-based Artificial Neural Network Architecture Design,"Document Title, Document Title, Abstract, Abstract, Abstract","artificial neural network, neural network, artificial neural network, neural network, ann","Document Title, Document Title, Abstract, Abstract, Abstract","artificial neural network, neural network, artificial neural network, neural network, ann"
10.1109/ISCAS58744.2024.10558072,Dynamic Gradient Sparse Update for Edge Training,"Abstract, IEEE Terms","backpropagation, backpropagation","Abstract, IEEE Terms","backpropagation, backpropagation"
10.1109/ISCAS58744.2024.10558479,A Constant-Quiescent-Current and Fast-Transient CL-LDO with 99.99% Efficiency Using Dynamic Embedded Slew-Rate Enhancement Circuit,"Abstract, Author Keywords","dropout, dropout","Abstract, Author Keywords","dropout, dropout"
10.1109/ISCAS58744.2024.10557977,NS-Engine: Near-Sensor Neural Network Engine with SRAM-Based Compute-in-Memory Macro,Document Title,neural network,"Document Title, Author Affiliations","neural network, precision"
