DOI,Title,Matched Columns,Matched keywards,Matched Columns 2,Matched keywards 2
10.1109/ISCAS58744.2024.10558378,Spiking-HDC: A Spiking Neural Network Processor with HDC Classifier Enabling Transfer Learning,"Document Title, Document Title, Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","neural network, spiking neural network, transfer learning, transfer learning, neural network, spiking neural network, transfer learning, transfer learning, neural network, spiking neural network, transfer learning, transfer learning, transfer learning, transfer learning","Document Title, Document Title, Document Title, Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, Author Keywords, Author Keywords, Author Keywords, IEEE Terms, IEEE Terms","neural network, spiking neural network, transfer learning, transfer learning, neural network, spiking neural network, transfer learning, transfer learning, neural network, spiking neural network, transfer learning, transfer learning, transfer learning, transfer learning"
10.1109/ISCAS58744.2024.10558200,A Near-Eye DVS-Based End-to-End Eye Tracking Processor for AR/VR Applications,"Abstract, Author Keywords","neural network, neural network","Abstract, Author Keywords","neural network, neural network"
10.1109/ISCAS58744.2024.10558703,Hybrid Digital/Analog Memristor-based Computing Architecture for Sparse Deep Learning Acceleration,"Document Title, Author Keywords, IEEE Terms","deep learning, machine learning, deep learning","Document Title, Author Keywords, IEEE Terms","deep learning, machine learning, deep learning"
10.1109/ISCAS58744.2024.10558623,Model Predictive Control-Based Reinforcement Learning,"Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning","Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/ISCAS58744.2024.10557899,A 0.5V 723nW 84.3dB-SNDR Dynamic Zoom ADC with CLS-Assisted Capacitively-Biased FIA,Abstract,precision,Abstract,precision
10.1109/ISCAS58744.2024.10558613,VQNeRV: Vector Quantization Neural Representation for Video Compression,Abstract,cnn,Abstract,cnn
10.1109/ISCAS58744.2024.10558609,A Fully Synthesizable Capacitorless Digital LDO for Distributed Power Delivery Network,"Abstract, Author Keywords","dropout, dropout","Abstract, Author Keywords","dropout, dropout"
10.1109/ISCAS58744.2024.10557949,Instance-level Timing Learning and Prediction at Placement using Res-UNet Network,Abstract,u-net,Abstract,u-net
10.1109/ISCAS58744.2024.10558263,A 2.3-ppm/℃ High-Order Compensated Bandgap Reference With Low-Cost Current Trimming,Abstract,precision,Abstract,precision
10.1109/ISCAS58744.2024.10558462,BOLS: A Bionic Sensor-direct On-chip Learning System with Direct-Feedback-Through-Time for Personalized Wearable Health Monitoring,"Author Keywords, Author Keywords","neural network, spiking neural network","Author Keywords, Author Keywords","neural network, spiking neural network"
10.1109/ISCAS58744.2024.10557956,Circuit Partitioning for Multi-Core Quantum Architectures with Deep Reinforcement Learning,"Document Title, Abstract, Author Keywords","reinforcement learning, reinforcement learning, reinforcement learning","Document Title, Abstract, Author Keywords","reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/ISCAS58744.2024.10558487,POCO: Hardware Characterization of Activation Functions using POSIT-CORDIC Architecture,"Document Title, Abstract, Abstract, Author Keywords","activation functions, activation functions, precision, activation functions","Document Title, Abstract, Abstract, Author Keywords","activation functions, activation functions, precision, activation functions"
10.1109/ISCAS58744.2024.10558156,A Fully-Parallel Reconfigurable Spiking Neural Network Accelerator with Structured Sparse Connections,"Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network, neural network, spiking neural network","Document Title, Document Title, Abstract, Abstract, Author Keywords, Author Keywords","neural network, spiking neural network, neural network, spiking neural network, neural network, spiking neural network"
10.1109/ISCAS58744.2024.10557944,Machine Learning for Monitoring Vocal Health and Performance of Professional Singers,"Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, neural network, convolutional neural network, machine learning, machine learning, machine learning","Document Title, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, neural network, convolutional neural network, machine learning, machine learning, machine learning"
10.1109/ISCAS58744.2024.10558045,Optimized Transformer Models: ℓ′ BERT with CNN-like Pruning and Quantization,"Document Title, Document Title, Abstract, Abstract, Author Keywords","transformer, cnn, neural network, transformer, deep learning","Document Title, Document Title, Abstract, Abstract, Author Keywords","transformer, cnn, neural network, transformer, deep learning"
10.1109/ISCAS58744.2024.10557853,A Hyperdimensional Computing Architecture with 4.4x Energy Efficiency in 65nm CMOS,Author Keywords,neural network,Author Keywords,neural network
10.1109/ISCAS58744.2024.10558578,Reinforcement-Learning-Based Successive Approximation Algorithm,"Abstract, IEEE Terms","reinforcement learning, reinforcement learning","Abstract, IEEE Terms","reinforcement learning, reinforcement learning"
10.1109/ISCAS58744.2024.10558163,A Tri-Loop Capacitor-Less LDO with Current Feedback Loop and Super Source Follower Achieving 8-mV Undershoot and 99-dB PSR,"Abstract, Author Keywords","dropout, dropout","Abstract, Author Keywords","dropout, dropout"
10.1109/ISCAS58744.2024.10558524,Explainable automated data estimation in Logic State Imaging of embedded SRAM,"Abstract, Author Keywords, IEEE Terms","clustering, clustering, clustering","Abstract, Author Keywords, IEEE Terms","clustering, clustering, clustering"
10.1109/ISCAS58744.2024.10558625,A Closed-Loop Readout Circuit with Voltage Drop Mitigation for Emerging Resistive Technologies,Abstract,precision,Abstract,precision
10.1109/ISCAS58744.2024.10558504,Memristive Quaternary Content-Addressable Memories for Implementing Boolean Functions,Abstract,precision,Abstract,precision
10.1109/ISCAS58744.2024.10558701,ASIC Implementation of Efficient 512-Neuron 256K-Synapses Digital Neuromorphic Processor with On-Chip Encoding in 22nmFDX,"Abstract, Abstract","neural network, spiking neural network","Abstract, Abstract","neural network, spiking neural network"
10.1109/ISCAS58744.2024.10558067,HXNOR-PBNN: A Scalable and Parallel Spintronics Synaptic Architecture for Probabilistic Binary Neural Networks,"Abstract, Author Keywords","precision, neural network","Abstract, Author Keywords","precision, neural network"
10.1109/ISCAS58744.2024.10557954,Machine Learning for X-ray and CT-based COVID-19 Diagnosis,"Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, supervised learning, machine learning, supervised learning, semi-supervised learning, machine learning, machine learning","Document Title, Abstract, Abstract, Abstract, Abstract, Author Keywords, IEEE Terms","machine learning, supervised learning, machine learning, supervised learning, semi-supervised learning, machine learning, machine learning"
10.1109/PerCom45495.2020.9127367,ThumbUp: Identification and Authentication by Smartwatch using Simple Hand Gestures,"Abstract, IEEE Terms","deep learning, deep learning","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/PerCom45495.2020.9127383,Participants Selection for From-Scratch Mobile Crowdsensing via Reinforcement Learning,"Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning","Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/PerCom45495.2020.9127379,"W8-Scope: Fine-Grained, Practical Monitoring of Weight Stack-based Exercises","Abstract, IEEE Terms","machine learning, machine learning","Abstract, IEEE Terms","machine learning, machine learning"
10.1109/PerCom45495.2020.9127374,Beamsteering for Training-free Counting of Multiple Humans Performing Distinct Activities,Abstract,clustering,Abstract,clustering
10.1109/PerCom45495.2020.9127358,Activity Recommendation: Optimizing Life in the Long Term,"Abstract, Author Keywords, IEEE Terms","machine learning, reinforcement learning, machine learning","Abstract, Author Keywords, IEEE Terms","machine learning, reinforcement learning, machine learning"
10.1109/PerCom45495.2020.9127389,An Analysis of Adversarial Attacks and Defenses on Autonomous Driving Models,"Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn","Abstract, Abstract, Abstract","neural network, convolutional neural network, cnn"
10.1109/PerCom45495.2020.9127366,OmniCells: Cross-Device Cellular-based Indoor Location Tracking Using Deep Neural Networks,"Abstract, IEEE Terms","deep learning, deep learning","Abstract, IEEE Terms","deep learning, deep learning"
10.1109/PerCom45495.2020.9127387,EmgAuth: An EMG-based Smartphone Unlocking System Using Siamese Network,"Document Title, Abstract, Abstract","siamese network, siamese network, data augmentation","Document Title, Abstract, Abstract","siamese network, siamese network, data augmentation"
10.1109/PerCom45495.2020.9127369,Helena: Real-time Contact-free Monitoring of Sleep Activities and Events around the Bed,"Abstract, Author Keywords","machine learning, machine learning","Abstract, Author Keywords","machine learning, machine learning"
10.1109/PerCom45495.2020.9127390,Speaker Counting Model based on Transfer Learning from SincNet Bottleneck Layer,"Document Title, Document Title, Abstract, Abstract, Abstract, IEEE Terms, IEEE Terms, IEEE Terms","transfer learning, transfer learning, neural network, deep neural network, clustering, deep learning, transfer learning, transfer learning","Document Title, Document Title, Abstract, Abstract, Abstract, IEEE Terms, IEEE Terms, IEEE Terms","transfer learning, transfer learning, neural network, deep neural network, clustering, deep learning, transfer learning, transfer learning"
10.1109/PerCom45495.2020.9127365,On Predicting Relapse in Schizophrenia using Mobile Sensing in a Randomized Control Trial,"Abstract, Abstract, Abstract, Abstract, Abstract","feature selection, overfitting, precision, recall, pca","Abstract, Abstract, Abstract, Abstract, Abstract","feature selection, overfitting, precision, recall, pca"
10.1109/PerCom45495.2020.9127385,ERAIA - Enabling Intelligence Data Pipelines for IoT-based Application Systems,Author Keywords,machine learning,Author Keywords,machine learning
10.1109/PerCom45495.2020.9127376,Human Activity Recognition with Deep Reinforcement Learning using the Camera of a Mobile Robot,"Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning","Document Title, Abstract, Author Keywords, IEEE Terms","reinforcement learning, reinforcement learning, reinforcement learning, reinforcement learning"
10.1109/PerCom45495.2020.9127355,ExhaleSense: Detecting High Fidelity Forced Exhalations to Estimate Lung Obstruction on Smartphones,Abstract,mean absolute error,Abstract,mean absolute error
10.1109/PerCom45495.2020.9127380,Towards Passive Assessment of Pulmonary Function from Natural Speech Recorded Using a Mobile Phone,"Abstract, Abstract, Abstract, Abstract, Abstract","machine learning, precision, recall, f1 score, mean absolute error","Abstract, Abstract, Abstract, Abstract, Abstract","machine learning, precision, recall, f1 score, mean absolute error"
10.1109/PerCom45495.2020.9127354,Digitally mapping the human behaviorome,"Abstract, IEEE Terms","machine learning, machine learning","Abstract, IEEE Terms","machine learning, machine learning"
